7608,130,12.0
4199,346,13.0
447,657,13.0
7635,863,8.0
2540,224,9.0
2960,344,12.0
4047,103,13.0
2421,3766,7.0
2637,884,9.0
4935,4618,1.0
267,91,13.0
3055,192,10.0
6678,9,13.0
6811,8,13.0
2421,3304,10.0
3773,573,9.0
2269,607,9.0
5977,452,13.0
1334,1271,1.0
1501,22,13.0
4525,915,5.0
4807,103,13.0
4401,1719,9.0
6607,2765,13.0
2070,239,12.0
4520,575,12.0
1973,70,10.0
3913,198,13.0
7319,696,13.0
7191,211,7.0
5205,566,12.0
3357,66,9.0
7317,19,10.0
3391,313,1.0
2070,2079,11.0
7321,873,4.0
5364,8,3.0
353,297,12.0
5495,6,11.0
5813,169,12.0
465,3760,13.0
361,3178,13.0
2584,4770,8.0
160,2517,2.0
6528,138,12.0
1961,19,6.0
388,10,10.0
1039,301,6.0
3168,3510,11.0
626,26,11.0
4803,91,13.0
912,307,1.0
6796,696,1.0
1411,184,10.0
5030,508,1.0
6713,135,7.0
3031,6,5.0
5979,1312,10.0
7380,29,1.0
6464,9551,3.0
3253,89,1.0
3286,208,11.0
605,4210,13.0
3900,1027,13.0
3834,3144,13.0
6254,312,8.0
5485,10619,8.0
4561,641,10.0
7265,104,12.0
1956,9,13.0
3481,18,13.0
522,1038,12.0
1491,35,12.0
3522,229,9.0
6824,18,13.0
130,774,2.0
4083,1458,13.0
6088,28,12.0
3232,93,13.0
3759,548,9.0
2910,8,7.0
3345,674,9.0
3354,91,10.0
4640,3284,10.0
1584,1388,9.0
4740,4267,13.0
899,178,9.0
4915,2007,13.0
5028,873,5.0
6677,1835,13.0
1683,51,11.0
4007,135,9.0
5711,213,8.0
5205,1384,9.0
1173,35,3.0
171,1272,13.0
4965,1012,9.0
5244,10,13.0
431,812,13.0
130,2280,9.0
4963,6560,9.0
1001,5130,13.0
1682,91,13.0
1414,168,8.0
3759,276,13.0
2389,5001,8.0
505,380,9.0
4081,27,10.0
5455,163,9.0
5213,324,13.0
2024,718,7.0
6464,1119,13.0
2885,89,13.0
2839,161,12.0
2802,532,6.0
198,262,11.0
3059,889,13.0
7106,211,2.0
2746,208,11.0
1262,103,9.0
4319,168,4.0
3418,115,13.0
568,4129,11.0
3759,458,9.0
2389,2365,10.0
648,208,7.0
2507,1245,10.0
6730,193,13.0
1479,509,7.0
5715,3874,2.0
2345,55,13.0
1364,1251,12.0
2183,18,13.0
1778,6057,1.0
5792,2123,6.0
2845,3156,10.0
4385,115,13.0
3445,343,13.0
3092,93,10.0
4989,1249,12.0
2471,84,13.0
6185,124,8.0
3796,234,13.0
3643,8,12.0
7347,5393,13.0
5224,2903,9.0
412,216,10.0
3834,205,13.0
3214,468,12.0
4827,178,12.0
4415,486,10.0
5463,91,7.0
6038,174,1.0
1628,2137,9.0
6853,3675,11.0
776,559,9.0
7050,424,10.0
2277,20,5.0
3851,66,5.0
583,4167,12.0
5037,831,11.0
3293,1542,13.0
130,2113,7.0
5251,621,13.0
7167,451,13.0
3063,309,11.0
4002,133,7.0
1015,234,12.0
404,1075,11.0
5432,19,1.0
6538,863,8.0
5184,66,13.0
4045,227,12.0
5561,145,12.0
2012,2260,7.0
6008,709,12.0
4144,2767,10.0
404,2681,13.0
5228,3846,11.0
130,663,7.0
6035,489,13.0
1261,2338,13.0
3221,7360,6.0
6150,1338,4.0
253,106,13.0
1217,326,13.0
4614,234,13.0
5741,713,13.0
1601,93,8.0
6900,764,10.0
5900,103,13.0
5205,10358,10.0
776,560,10.0
4193,3948,13.0
492,2406,1.0
1246,103,12.0
2646,135,12.0
5313,188,11.0
5545,239,11.0
378,27,12.0
3306,190,13.0
1362,184,10.0
5522,118,13.0
3955,1073,12.0
5738,5262,13.0
6098,5466,2.0
1444,155,13.0
7079,105,1.0
2615,8,9.0
3388,135,12.0
3221,862,8.0
5248,208,13.0
7314,3067,10.0
2319,6976,7.0
7506,4159,1.0
6507,234,12.0
3672,153,10.0
6578,2936,12.0
6791,1475,10.0
5156,834,12.0
7579,922,11.0
6691,558,1.0
392,334,11.0
3721,808,12.0
6791,1117,9.0
4522,4038,12.0
1683,564,11.0
516,762,13.0
1794,185,12.0
5205,143,11.0
2483,696,12.0
4576,211,13.0
4659,3336,8.0
3945,161,10.0
5098,150,12.0
5221,300,13.0
475,956,13.0
5440,3060,11.0
6873,176,9.0
484,1711,12.0
1218,759,9.0
7205,375,13.0
2282,176,11.0
6248,102,9.0
2389,2458,11.0
4289,32,12.0
3955,1255,12.0
1942,925,1.0
3207,154,13.0
6983,856,5.0
1109,1727,9.0
4591,386,10.0
6791,2542,8.0
4640,2947,10.0
3221,2004,10.0
6464,11208,12.0
5306,661,12.0
3443,103,11.0
6475,1719,12.0
7137,917,13.0
7412,202,10.0
4582,205,13.0
5488,326,10.0
2503,443,6.0
6606,100,13.0
2618,3796,13.0
6607,93,13.0
3847,109,13.0
6349,3309,10.0
6381,3309,2.0
3419,7574,13.0
3078,202,3.0
1672,6212,1.0
3479,178,9.0
4269,26,12.0
3526,830,4.0
130,2337,6.0
4186,2081,9.0
6791,2712,9.0
2542,161,4.0
4470,8431,13.0
6071,3619,13.0
7052,20,8.0
5974,187,11.0
2342,474,9.0
4627,812,11.0
1218,1795,12.0
1311,470,10.0
6031,678,12.0
5076,651,13.0
4244,91,9.0
340,185,11.0
759,559,8.0
2228,77,12.0
4364,36,13.0
4747,121,8.0
7375,20,12.0
2007,207,12.0
7374,6,9.0
7377,223,1.0
1358,549,10.0
3686,380,13.0
4394,792,10.0
4791,309,7.0
2133,21,9.0
6722,176,12.0
1627,1899,12.0
2133,456,9.0
1817,115,12.0
3754,9001,13.0
6787,2904,12.0
7520,223,9.0
5672,208,12.0
648,353,9.0
2389,2750,8.0
1198,4056,1.0
5488,20,9.0
130,1785,9.0
7289,20,1.0
2604,1424,12.0
1530,219,13.0
6449,42,10.0
5903,262,12.0
6298,211,10.0
5767,663,10.0
6462,608,12.0
5293,199,13.0
2736,27,13.0
1009,5148,1.0
2127,6746,6.0
6464,573,10.0
5189,207,13.0
5223,612,10.0
4860,9646,1.0
2337,456,13.0
2515,6,7.0
6974,51,13.0
3394,1664,9.0
6354,734,8.0
1946,6,10.0
4549,45,10.0
2828,178,9.0
1626,329,8.0
3593,213,10.0
7485,18,9.0
3862,18,10.0
5916,26,13.0
306,819,1.0
3516,696,5.0
1656,361,7.0
4890,9,13.0
733,100,8.0
2510,728,13.0
5340,956,13.0
5082,587,12.0
4771,52,13.0
6119,607,13.0
5009,6206,11.0
5910,118,6.0
2981,178,5.0
1331,160,12.0
4843,190,7.0
5606,161,10.0
6679,562,8.0
337,6,9.0
5714,2,13.0
4401,2800,10.0
1361,2158,12.0
6081,424,11.0
5567,6,10.0
1791,118,12.0
4926,25,10.0
6058,211,11.0
2095,2742,2.0
7550,3308,10.0
4787,808,13.0
3533,4229,3.0
1626,186,13.0
905,426,12.0
7081,234,12.0
5449,3479,10.0
5761,33,10.0
2625,418,7.0
5830,213,13.0
2428,1365,10.0
637,26,12.0
4974,175,13.0
3793,208,11.0
5511,940,2.0
2892,169,13.0
4390,1935,11.0
1358,3354,4.0
7381,109,1.0
132,35,1.0
750,4437,12.0
5689,6,9.0
1319,1773,12.0
3133,2,12.0
2584,3620,6.0
6156,344,13.0
2620,7855,1.0
3055,374,12.0
2844,29,1.0
6747,29,1.0
1354,341,13.0
3109,780,13.0
5205,4922,9.0
312,601,13.0
6493,185,9.0
188,1633,13.0
2134,90,11.0
2994,26,6.0
1215,154,13.0
2408,2716,8.0
65,586,11.0
5956,28,13.0
6113,66,11.0
6188,465,12.0
1358,1059,9.0
4851,805,6.0
3041,612,9.0
6354,272,10.0
4092,135,13.0
6655,265,1.0
7246,10,8.0
5160,465,10.0
7459,211,5.0
1329,181,11.0
4625,178,13.0
504,185,10.0
796,19,2.0
2271,402,13.0
6449,11090,7.0
4095,6,11.0
2102,2334,13.0
7042,636,1.0
612,100,6.0
5648,88,13.0
3195,8550,13.0
2619,1298,13.0
6105,1283,13.0
2874,1366,10.0
1142,1763,13.0
6099,4587,10.0
6747,2538,13.0
4341,204,11.0
1637,562,8.0
3296,2696,11.0
4238,733,12.0
774,432,13.0
1301,10,10.0
5196,4909,13.0
5224,10449,13.0
1665,451,13.0
4401,3790,9.0
4547,5868,10.0
6747,91,13.0
2389,202,5.0
1730,169,13.0
2979,208,8.0
5696,10,9.0
3195,8478,1.0
4470,8484,1.0
6416,3108,1.0
4472,27,11.0
6093,2362,6.0
509,834,13.0
2927,1935,12.0
989,828,9.0
1973,963,9.0
3281,115,13.0
1445,496,13.0
5076,1080,9.0
3926,79,13.0
5200,1526,12.0
4415,719,1.0
3916,183,13.0
4001,175,10.0
6703,407,9.0
2098,6703,13.0
4307,442,10.0
1502,705,1.0
846,2726,13.0
5408,188,1.0
688,696,1.0
6043,10,11.0
368,25,12.0
3909,470,13.0
7465,57,8.0
859,696,12.0
4113,208,13.0
2629,178,5.0
560,3676,1.0
2516,4632,8.0
634,2552,2.0
1068,278,6.0
6890,2039,1.0
5205,1870,11.0
3127,15,13.0
464,375,13.0
4827,423,9.0
4143,877,12.0
5289,1111,9.0
3638,582,12.0
1071,76,12.0
1241,135,9.0
6490,456,13.0
2928,311,1.0
5636,473,2.0
1108,26,13.0
4363,2644,4.0
1810,80,12.0
6098,4478,13.0
2771,853,5.0
1519,223,6.0
1265,1271,13.0
1621,1763,12.0
1740,1930,13.0
292,803,11.0
430,3038,1.0
4370,26,12.0
3379,79,11.0
5862,102,10.0
1687,912,9.0
2860,109,1.0
2698,79,7.0
5855,35,1.0
7311,209,13.0
5266,451,12.0
776,2905,9.0
5811,225,9.0
3807,100,1.0
7262,612,12.0
459,678,12.0
7184,4324,1.0
4087,443,2.0
633,1692,4.0
6098,80,10.0
4446,9686,12.0
7122,89,13.0
6791,2764,3.0
985,624,12.0
5068,562,3.0
3448,931,13.0
2718,694,7.0
3551,106,13.0
1374,5704,13.0
3013,1720,12.0
110,254,12.0
4582,99,13.0
7503,729,5.0
3679,279,1.0
3630,51,4.0
4846,618,13.0
1358,1546,8.0
1100,18,9.0
5608,169,9.0
3,106,10.0
5181,268,5.0
516,204,13.0
5714,5353,12.0
3774,582,4.0
1069,223,1.0
