140,822,4.0
310,9,2.0
384,618,3.0
531,475,5.0
613,983,4.0
139,174,5.0
538,292,2.0
20,165,3.0
38,822,3.0
500,356,1.0
325,28,3.0
185,12,5.0
102,108,5.0
37,559,3.0
498,438,3.0
68,689,2.0
343,112,4.0
826,189,5.0
46,842,3.0
803,526,3.0
500,552,3.0
58,91,4.0
538,528,3.0
223,445,4.0
122,189,3.0
85,11,2.0
779,29,3.0
47,431,4.0
928,156,3.0
516,267,2.0
622,406,2.0
12,20,5.0
563,125,4.0
91,77,4.0
388,222,3.0
261,427,4.0
332,404,4.0
421,861,4.0
739,108,4.0
892,72,4.0
499,110,4.0
842,677,5.0
650,756,2.0
531,440,4.0
576,1042,3.0
409,557,5.0
64,315,4.0
192,1500,2.0
875,695,4.0
476,78,5.0
662,275,5.0
118,3,4.0
30,371,4.0
356,861,4.0
654,1036,2.0
457,525,4.0
23,509,4.0
893,373,3.0
122,115,3.0
764,278,2.0
501,100,4.0
793,7,4.0
413,5,4.0
369,309,4.0
463,381,4.0
757,217,3.0
348,491,4.0
54,862,4.0
471,528,4.0
888,347,4.0
939,497,5.0
229,695,4.0
665,346,5.0
375,66,4.0
23,806,5.0
528,687,5.0
56,93,5.0
682,947,1.0
584,10,4.0
534,72,2.0
546,453,5.0
68,367,4.0
11,1223,5.0
116,1363,1.0
864,363,1.0
784,285,3.0
95,434,1.0
409,349,4.0
93,258,5.0
264,695,1.0
70,363,3.0
205,51,4.0
348,643,5.0
30,529,3.0
701,157,5.0
223,97,5.0
602,292,4.0
928,561,4.0
416,1195,4.0
585,196,3.0
173,49,5.0
572,491,5.0
548,24,3.0
385,326,4.0
817,299,4.0
703,956,4.0
499,153,4.0
412,408,4.0
875,157,4.0
414,161,5.0
310,79,3.0
5,112,4.0
353,349,4.0
892,30,4.0
88,166,3.0
569,18,4.0
63,781,5.0
58,0,2.0
498,258,5.0
685,112,4.0
449,479,5.0
623,153,2.0
379,73,4.0
562,908,5.0
490,647,4.0
402,683,1.0
8,239,5.0
505,371,5.0
216,380,3.0
883,290,3.0
706,725,5.0
80,92,5.0
929,49,3.0
928,351,4.0
650,255,3.0
24,230,4.0
657,31,5.0
406,169,4.0
185,336,2.0
89,471,4.0
223,86,5.0
366,1036,3.0
696,275,2.0
534,635,3.0
437,200,4.0
447,506,2.0
927,710,2.0
736,78,3.0
93,166,5.0
582,652,3.0
145,249,3.0
907,56,3.0
205,465,5.0
883,366,3.0
374,801,4.0
554,325,5.0
75,418,4.0
382,204,4.0
53,161,1.0
531,905,3.0
75,49,4.0
140,383,3.0
149,337,4.0
194,629,4.0
708,238,5.0
784,1023,2.0
617,275,5.0
192,184,2.0
676,607,3.0
634,177,3.0
706,26,4.0
808,58,5.0
218,93,3.0
369,9,4.0
713,492,5.0
687,955,3.0
778,1578,3.0
581,209,5.0
791,10,3.0
492,505,3.0
750,860,3.0
534,331,1.0
913,20,4.0
41,900,2.0
797,339,4.0
60,729,4.0
110,161,5.0
375,256,4.0
534,546,4.0
64,226,3.0
633,1062,2.0
54,531,4.0
474,273,3.0
867,366,2.0
22,342,4.0
134,570,1.0
542,389,4.0
907,182,3.0
136,159,3.0
784,216,4.0
202,442,3.0
123,66,5.0
508,157,3.0
129,200,5.0
924,862,5.0
548,185,5.0
10,247,3.0
485,630,5.0
346,68,4.0
884,57,4.0
110,14,1.0
26,359,3.0
837,474,3.0
631,567,5.0
728,1281,3.0
531,694,4.0
545,492,5.0
169,115,4.0
841,525,1.0
773,89,4.0
625,180,4.0
145,48,3.0
643,108,5.0
743,52,4.0
409,321,5.0
462,608,5.0
198,57,5.0
437,221,3.0
476,391,3.0
377,273,4.0
335,351,4.0
713,404,4.0
122,139,4.0
365,239,4.0
41,1031,1.0
208,201,4.0
52,247,5.0
519,24,2.0
377,707,3.0
47,554,4.0
60,94,4.0
455,356,4.0
935,652,4.0
907,849,2.0
305,130,2.0
23,494,4.0
332,277,5.0
442,469,3.0
898,178,5.0
223,357,5.0
804,424,3.0
744,693,4.0
669,694,4.0
9,730,4.0
229,348,3.0
58,96,5.0
542,1535,3.0
75,156,3.0
701,242,4.0
538,125,4.0
3,571,4.0
467,254,5.0
862,1008,3.0
439,1074,1.0
41,1461,2.0
884,707,1.0
885,57,4.0
111,668,1.0
453,301,2.0
646,828,3.0
364,424,3.0
309,298,4.0
208,231,5.0
819,458,2.0
676,1282,3.0
882,491,5.0
644,966,2.0
706,253,3.0
650,1383,1.0
41,108,3.0
18,1099,1.0
65,532,2.0
504,102,5.0
804,746,5.0
133,1224,1.0
831,1590,4.0
402,92,1.0
933,43,3.0
76,464,2.0
682,591,1.0
584,534,4.0
708,264,3.0
253,362,3.0
68,110,3.0
285,100,4.0
111,381,1.0
442,619,4.0
352,34,3.0
446,707,2.0
243,599,5.0
307,343,1.0
937,373,5.0
264,17,3.0
77,56,4.0
696,848,3.0
835,652,3.0
724,578,2.0
911,239,4.0
41,1066,3.0
856,317,5.0
925,71,4.0
938,1210,4.0
180,1115,5.0
784,879,2.0
98,122,4.0
144,379,5.0
30,232,3.0
696,113,2.0
468,36,5.0
491,357,5.0
506,1023,1.0
435,117,5.0
102,88,4.0
923,89,5.0
54,276,3.0
446,835,2.0
23,204,3.0
360,174,5.0
814,629,5.0
854,1192,5.0
784,22,4.0
626,139,5.0
9,599,4.0
127,382,2.0
315,427,3.0
675,200,5.0
523,350,4.0
463,321,5.0
358,64,3.0
736,317,3.0
448,317,4.0
114,638,4.0
567,299,5.0
70,417,4.0
377,331,4.0
883,138,1.0
554,822,4.0
19,540,3.0
781,243,4.0
369,403,4.0
54,251,2.0
98,556,4.0
49,656,2.0
11,469,3.0
668,618,3.0
365,436,5.0
454,5,5.0
238,770,5.0
67,240,3.0
883,22,4.0
711,267,1.0
892,395,3.0
52,145,4.0
37,1032,1.0
341,226,4.0
442,491,5.0
52,135,2.0
687,261,5.0
96,357,2.0
366,49,5.0
461,337,5.0
309,433,3.0
479,297,5.0
375,276,4.0
333,758,2.0
479,140,5.0
365,508,4.0
768,13,3.0
890,189,3.0
533,570,3.0
63,562,3.0
129,428,5.0
102,458,4.0
778,1170,3.0
732,0,4.0
415,404,3.0
613,809,3.0
650,17,3.0
393,137,5.0
91,571,5.0
837,15,4.0
14,1245,2.0
19,1385,3.0
913,1128,3.0
19,780,5.0
467,9,4.0
646,159,3.0
582,1442,4.0
404,351,5.0
98,142,1.0
182,324,3.0
890,572,4.0
447,99,4.0
899,52,4.0
100,342,4.0
895,118,4.0
450,695,4.0
11,383,3.0
652,81,4.0
427,329,5.0
172,280,5.0
19,504,2.0
295,62,3.0
511,834,4.0
70,435,4.0
635,87,3.0
635,204,4.0
119,34,5.0
387,196,3.0
405,423,4.0
24,479,4.0
928,191,4.0
434,127,4.0
569,864,4.0
24,32,3.0
121,240,5.0
169,87,3.0
336,17,4.0
313,47,3.0
310,496,1.0
