538,400,2.0
185,87,5.0
875,312,3.0
281,166,4.0
608,546,4.0
841,10,3.0
421,101,4.0
674,355,3.0
580,460,4.0
68,369,2.0
441,467,1.0
47,1122,4.0
24,217,3.0
602,382,3.0
900,1,5.0
85,361,3.0
71,764,3.0
515,1103,1.0
318,527,3.0
674,973,3.0
735,103,4.0
784,203,4.0
491,207,5.0
388,681,4.0
554,423,3.0
311,315,3.0
472,661,5.0
91,244,3.0
144,115,5.0
530,864,3.0
13,156,4.0
937,49,5.0
611,380,4.0
703,509,5.0
376,40,5.0
117,552,5.0
88,822,5.0
325,188,4.0
60,1256,4.0
519,278,2.0
856,229,4.0
394,42,3.0
636,960,2.0
483,355,3.0
9,531,1.0
760,186,4.0
461,734,4.0
117,664,4.0
790,1028,5.0
454,361,4.0
299,594,3.0
38,368,4.0
364,428,3.0
808,657,5.0
37,1076,4.0
116,746,2.0
12,456,4.0
542,541,4.0
630,136,4.0
143,529,4.0
917,456,3.0
75,638,4.0
402,219,1.0
191,547,4.0
118,361,4.0
774,1486,2.0
90,158,3.0
669,66,4.0
145,43,1.0
936,719,3.0
842,203,2.0
715,445,1.0
526,95,4.0
144,23,3.0
895,445,3.0
543,104,4.0
688,189,4.0
847,1138,3.0
895,435,5.0
617,337,3.0
90,1159,2.0
668,217,5.0
831,795,5.0
402,670,1.0
162,1323,5.0
496,342,3.0
17,646,4.0
771,140,5.0
742,526,2.0
8,275,4.0
676,377,2.0
537,221,4.0
47,52,5.0
790,365,3.0
110,54,4.0
49,491,3.0
677,60,2.0
47,101,5.0
327,144,4.0
708,347,5.0
878,825,1.0
584,420,1.0
649,147,1.0
325,85,1.0
341,33,4.0
46,486,1.0
224,52,3.0
631,89,4.0
722,52,4.0
534,491,3.0
396,622,5.0
692,26,4.0
278,108,4.0
442,1028,5.0
5,94,4.0
613,212,4.0
491,435,4.0
885,590,4.0
404,888,3.0
895,136,4.0
705,1061,3.0
116,935,5.0
837,635,2.0
102,1076,3.0
875,163,3.0
68,529,2.0
551,502,4.0
579,3,4.0
38,475,5.0
354,104,4.0
23,783,3.0
703,6,2.0
313,18,3.0
143,277,5.0
759,251,1.0
366,1119,3.0
806,280,5.0
404,541,5.0
128,260,5.0
460,371,4.0
97,68,5.0
23,423,4.0
404,167,2.0
622,915,3.0
76,101,5.0
797,504,4.0
52,42,2.0
53,58,4.0
682,414,3.0
210,464,3.0
819,95,3.0
100,49,5.0
421,181,3.0
15,413,3.0
741,191,5.0
831,166,4.0
708,258,5.0
335,217,3.0
311,209,3.0
835,945,2.0
769,49,1.0
547,719,5.0
576,157,4.0
65,817,3.0
285,456,3.0
83,360,4.0
67,10,3.0
892,1126,4.0
493,21,2.0
58,34,5.0
428,895,5.0
883,253,3.0
546,552,4.0
684,629,5.0
329,95,4.0
602,740,4.0
121,361,4.0
397,29,4.0
353,147,4.0
15,559,3.0
58,527,1.0
451,89,4.0
52,870,4.0
176,357,5.0
823,331,2.0
650,460,3.0
702,720,4.0
118,940,1.0
679,51,3.0
611,77,4.0
198,302,3.0
505,102,2.0
835,285,2.0
543,189,5.0
90,135,3.0
439,93,4.0
605,884,5.0
311,53,4.0
735,595,4.0
19,276,4.0
339,99,5.0
622,1114,2.0
65,915,4.0
43,945,1.0
908,361,5.0
63,1134,4.0
97,191,5.0
68,374,2.0
499,57,4.0
655,317,3.0
454,57,3.0
103,862,5.0
454,363,3.0
918,695,5.0
178,166,5.0
706,288,3.0
602,63,2.0
48,256,5.0
15,339,3.0
116,1002,4.0
749,157,3.0
38,337,5.0
9,844,2.0
925,456,3.0
883,862,3.0
843,180,5.0
394,60,3.0
186,465,5.0
